threshold,recall,specificity,precision,f1,balanced_accuracy
0.375,0.8421052631578947,0.7794117647058824,0.6511627906976745,0.7344262295081967,0.8107585139318885
0.38,0.8421052631578947,0.7794117647058824,0.6511627906976745,0.7344262295081967,0.8107585139318885
0.385,0.8421052631578947,0.7794117647058824,0.6511627906976745,0.7344262295081967,0.8107585139318885
0.39,0.8345864661654135,0.7830882352941176,0.6529411764705882,0.7326732673267327,0.8088373507297656
0.395,0.8270676691729323,0.7830882352941176,0.650887573964497,0.7284768211920529,0.805077952233525
0.4,0.8270676691729323,0.7830882352941176,0.650887573964497,0.7284768211920529,0.805077952233525
0.405,0.8270676691729323,0.7867647058823529,0.6547619047619048,0.7308970099667774,0.8069161875276426
0.41,0.8270676691729323,0.7904411764705882,0.6586826347305389,0.7333333333333333,0.8087544228217602
0.415,0.8270676691729323,0.7977941176470589,0.6666666666666666,0.738255033557047,0.8124308934099955
0.42,0.8195488721804511,0.8014705882352942,0.6687116564417178,0.7364864864864865,0.8105097302078726
0.425,0.8120300751879699,0.8088235294117647,0.675,0.7372013651877133,0.8104268022998673
0.43,0.8120300751879699,0.8125,0.6792452830188679,0.7397260273972602,0.8122650375939849
0.435,0.8120300751879699,0.8125,0.6792452830188679,0.7397260273972602,0.8122650375939849
0.44,0.8120300751879699,0.8161764705882353,0.6835443037974683,0.7422680412371134,0.8141032728881026
0.445,0.8120300751879699,0.8161764705882353,0.6835443037974683,0.7422680412371134,0.8141032728881026
0.45,0.8120300751879699,0.8161764705882353,0.6835443037974683,0.7422680412371134,0.8141032728881026
0.455,0.8120300751879699,0.8161764705882353,0.6835443037974683,0.7422680412371134,0.8141032728881026
0.46,0.8120300751879699,0.8235294117647058,0.6923076923076923,0.7474048442906575,0.8177797434763379
0.465,0.7969924812030075,0.8235294117647058,0.6883116883116883,0.7386759581881533,0.8102609464838566
0.47,0.7969924812030075,0.8272058823529411,0.6928104575163399,0.7412587412587412,0.8120991817779744
0.475,0.7969924812030075,0.8345588235294118,0.7019867549668874,0.7464788732394366,0.8157756523662096
0.48,0.7969924812030075,0.8382352941176471,0.7066666666666667,0.7491166077738516,0.8176138876603273
0.485,0.7894736842105263,0.8419117647058824,0.7094594594594594,0.7473309608540926,0.8156927244582044
0.49,0.7894736842105263,0.8455882352941176,0.7142857142857143,0.75,0.8175309597523219
0.495,0.7894736842105263,0.8455882352941176,0.7142857142857143,0.75,0.8175309597523219
0.5,0.7894736842105263,0.8455882352941176,0.7142857142857143,0.75,0.8175309597523219
0.505,0.7894736842105263,0.8566176470588235,0.7291666666666666,0.7581227436823105,0.823045665634675
0.51,0.7819548872180451,0.8602941176470589,0.7323943661971831,0.7563636363636363,0.821124502432552
0.515,0.7819548872180451,0.8602941176470589,0.7323943661971831,0.7563636363636363,0.821124502432552
0.52,0.7744360902255639,0.8639705882352942,0.7357142857142858,0.7545787545787546,0.819203339230429
0.525,0.7744360902255639,0.8676470588235294,0.7410071942446043,0.7573529411764706,0.8210415745245467
0.53,0.7669172932330827,0.8713235294117647,0.7445255474452555,0.7555555555555555,0.8191204113224237
0.535,0.7669172932330827,0.8786764705882353,0.7555555555555555,0.7611940298507462,0.822796881910659
0.54,0.7593984962406015,0.8786764705882353,0.753731343283582,0.7565543071161048,0.8190374834144184
0.545,0.7443609022556391,0.8786764705882353,0.75,0.7471698113207547,0.8115186864219373
0.55,0.7443609022556391,0.8786764705882353,0.75,0.7471698113207547,0.8115186864219373
